Tanggal,tahun,bulan,bulan_2,wilayah,Kecamatan,pam,pat,pred_elevasi
3/1/2025,2025,March,51,Jakarta Utara,Cilincing,3287.002,51,2.18822006109755
3/1/2025,2025,March,51,Jakarta Utara,Kelapa gading,880298.4,13677,5.08987079464682
3/1/2025,2025,March,51,Jakarta Utara,Koja,6542.389,102,5.21339290442304
3/1/2025,2025,March,51,Jakarta Utara,Pademangan,104558.188134542,61,4.15813324104026
3/1/2025,2025,March,51,Jakarta Utara,Penjaringan,418951.549247639,8212,1.30290065358722
3/1/2025,2025,March,51,Jakarta Utara,Tanjung Priok,390.958402093004,6,4.15104324011495
4/1/2025,2025,April,52,Jakarta Utara,Cilincing,3250.348,51,2.18822006109755
4/1/2025,2025,April,52,Jakarta Utara,Kelapa gading,890082.6,13830,5.08987079464682
4/1/2025,2025,April,52,Jakarta Utara,Koja,6511.536,101,5.21339290442304
4/1/2025,2025,April,52,Jakarta Utara,Pademangan,103415.318552179,57,4.15813324104026
4/1/2025,2025,April,52,Jakarta Utara,Penjaringan,414782.911681581,8130,1.30290065358722
4/1/2025,2025,April,52,Jakarta Utara,Tanjung Priok,376.004520459677,6,4.15104324011495
5/1/2025,2025,May,53,Jakarta Utara,Cilincing,3213.694,50,2.18822006109755
5/1/2025,2025,May,53,Jakarta Utara,Kelapa gading,899866.8,13982,5.08987079464682
5/1/2025,2025,May,53,Jakarta Utara,Koja,6480.683,101,5.21339290442304
5/1/2025,2025,May,53,Jakarta Utara,Pademangan,102285.363026786,54,4.15813324104026
5/1/2025,2025,May,53,Jakarta Utara,Penjaringan,410655.752752346,8049,1.30290065358722
5/1/2025,2025,May,53,Jakarta Utara,Tanjung Priok,361.622614194334,6,4.15104324011495
6/1/2025,2025,June,54,Jakarta Utara,Cilincing,3177.04,49,2.18822006109755
6/1/2025,2025,June,54,Jakarta Utara,Kelapa gading,909651,14134,5.08987079464682
6/1/2025,2025,June,54,Jakarta Utara,Koja,6449.83,100,5.21339290442304
6/1/2025,2025,June,54,Jakarta Utara,Pademangan,101168.032966974,51,4.15813324104026
6/1/2025,2025,June,54,Jakarta Utara,Penjaringan,406569.659740599,7969,1.30290065358722
6/1/2025,2025,June,54,Jakarta Utara,Tanjung Priok,347.790805644764,5,4.15104324011495
7/1/2025,2025,July,55,Jakarta Utara,Cilincing,3140.386,49,2.18822006109755
7/1/2025,2025,July,55,Jakarta Utara,Kelapa gading,919435.2,14286,5.08987079464682
7/1/2025,2025,July,55,Jakarta Utara,Koja,6418.977,100,5.21339290442304
7/1/2025,2025,July,55,Jakarta Utara,Pademangan,100063.049348315,49,4.15813324104026
7/1/2025,2025,July,55,Jakarta Utara,Penjaringan,402524.224033636,7890,1.30290065358722
7/1/2025,2025,July,55,Jakarta Utara,Tanjung Priok,334.488053963438,5,4.15104324011495
8/1/2025,2025,August,56,Jakarta Utara,Cilincing,3103.732,48,2.18822006109755
8/1/2025,2025,August,56,Jakarta Utara,Kelapa gading,929219.4,14438,5.08987079464682
8/1/2025,2025,August,56,Jakarta Utara,Koja,6388.124,99,5.21339290442304
8/1/2025,2025,August,56,Jakarta Utara,Pademangan,98970.142295096,46,4.15813324104026
8/1/2025,2025,August,56,Jakarta Utara,Penjaringan,398519.041084514,7811,1.30290065358722
8/1/2025,2025,August,56,Jakarta Utara,Tanjung Priok,321.694123100324,5,4.15104324011495
9/1/2025,2025,September,57,Jakarta Utara,Cilincing,3067.078,48,2.18822006109755
9/1/2025,2025,September,57,Jakarta Utara,Kelapa gading,939003.6,14590,5.08987079464682
9/1/2025,2025,September,57,Jakarta Utara,Koja,6357.271,99,5.21339290442304
9/1/2025,2025,September,57,Jakarta Utara,Pademangan,97889.0506846744,44,4.15813324104026
9/1/2025,2025,September,57,Jakarta Utara,Penjaringan,394553.710371601,7734,1.30290065358722
9/1/2025,2025,September,57,Jakarta Utara,Tanjung Priok,309.389551019956,5,4.15104324011495
10/1/2025,2025,October,58,Jakarta Utara,Cilincing,3030.424,47,2.18822006109755
10/1/2025,2025,October,58,Jakarta Utara,Kelapa gading,948787.8,14742,5.08987079464682
10/1/2025,2025,October,58,Jakarta Utara,Koja,6326.418,98,5.21339290442304
10/1/2025,2025,October,58,Jakarta Utara,Pademangan,96819.5217729996,41,4.15813324104026
10/1/2025,2025,October,58,Jakarta Utara,Penjaringan,390627.835358521,7657,1.30290065358722
10/1/2025,2025,October,58,Jakarta Utara,Tanjung Priok,297.555620095918,5,4.15104324011495
11/1/2025,2025,November,59,Jakarta Utara,Cilincing,2993.77,47,2.18822006109755
11/1/2025,2025,November,59,Jakarta Utara,Kelapa gading,958572,14894,5.08987079464682
11/1/2025,2025,November,59,Jakarta Utara,Koja,6295.565,98,5.21339290442304
11/1/2025,2025,November,59,Jakarta Utara,Pademangan,95761.3108399459,39,4.15813324104026
11/1/2025,2025,November,59,Jakarta Utara,Penjaringan,386741.023454501,7581,1.30290065358722
11/1/2025,2025,November,59,Jakarta Utara,Tanjung Priok,286.174328637736,4,4.15104324011495
12/1/2025,2025,December,60,Jakarta Utara,Cilincing,2957.116,46,2.18822006109755
12/1/2025,2025,December,60,Jakarta Utara,Kelapa gading,968356.2,15046,5.08987079464682
12/1/2025,2025,December,60,Jakarta Utara,Koja,6264.712,97,5.21339290442304
12/1/2025,2025,December,60,Jakarta Utara,Pademangan,94714.1808532164,37,4.15813324104026
12/1/2025,2025,December,60,Jakarta Utara,Penjaringan,382892.885975112,7505,1.30290065358722
12/1/2025,2025,December,60,Jakarta Utara,Tanjung Priok,275.228363506828,4,4.15104324011495
