Tanggal,Kecamatan,pam,pat,elevasi
7/1/2019,Keb Lama,3953538,61429,25.263231578
7/1/2019,Cilandak,3334271,51807,38.263231578
7/1/2019,Pesanggrahan,369230,5737,22.263231578
7/1/2019,Pasar Minggu,2573799,39991,39.263231578
7/1/2019,Jagakarsa,1732750,26923,62.263231578
7/1/2019,Mampang Prapatan,1406125,21848,26.263231578
7/1/2019,Pancoran,1506269,23404,25.263231578
8/1/2019,Kalideres,1296071,20138,5.234710774
8/1/2019,Cengkareng,1087482,16897,3.234710774
8/1/2019,Tambora,8173,127,4.234710774
8/1/2019,Grogol Petamburan,579106,8998,4.234710774
8/1/2019,Taman Sari,136055,2114,5.234710774
8/1/2019,Kebon Jeruk,1164906,18100,10.234710774
8/1/2019,Kembangan,1159822,18021,10.234710774
8/1/2019,Palmerah,1583436,24603,9.234710774
8/1/2019,Menteng,3131474,48656,10.261076994
8/1/2019,Tanah Abang,2637451,40980,10.261076994
8/1/2019,Sawah Besar,237357,3688,4.261076994
8/1/2019,Gambir,1144182,17778,4.261076994
8/1/2019,Cempaka Putih,112242,1744,6.261076994
8/1/2019,Johar Baru,19243,299,11.261076994
8/1/2019,Kemayoran,385127,5984,5.261076994
8/1/2019,Senen,566492,8802,10.261076994
8/1/2019,Kramat Jati,618687,9613,36.242958616
8/1/2019,Ciracas,1091150,16954,52.242958616
8/1/2019,Cipayung,1128672,17537,73.242958616
8/1/2019,Makasar,2203861,34243,29.242958616
8/1/2019,Pasar Rebo,200286,3112,48.242958616
8/1/2019,Jatinegara,213737,3321,17.242958616
8/1/2019,Duren sawit,157552,2448,20.242958616
8/1/2019,Matraman,132130,2053,9.242958616
8/1/2019,Pulo Gadung,393815,6119,11.242958616
8/1/2019,Cakung,1448538,22507,9.242958616
8/1/2019,Tanjung Priok,4505,70,4.259439734
8/1/2019,Cilincing,6371,99,2.259439734
8/1/2019,Kelapa gading,56057,871,5.259439734
8/1/2019,Koja,5148,80,5.259439734
8/1/2019,Pademangan,163022,2533,4.259439734
8/1/2019,Penjaringan,965199,14997,1.259439734
8/1/2019,Setiabudi,2262686,35157,23.263231578
8/1/2019,Tebet,1897188,29478,18.263231578
8/1/2019,Keb Baru,1777801,27623,20.263231578
8/1/2019,Keb Lama,3442974,53496,25.263231578
8/1/2019,Cilandak,4486306,69707,38.263231578
8/1/2019,Pesanggrahan,548471,8522,22.263231578
8/1/2019,Pasar Minggu,4069514,63231,39.263231578
8/1/2019,Jagakarsa,1649211,25625,62.263231578
8/1/2019,Mampang Prapatan,1983237,30815,26.263231578
8/1/2019,Pancoran,2308896,35875,25.263231578
9/1/2019,Kalideres,1394927,21674,5.234710774
9/1/2019,Cengkareng,811701,12612,3.234710774
9/1/2019,Tambora,5599,87,4.234710774
9/1/2019,Grogol Petamburan,562823,8745,4.234710774
9/1/2019,Taman Sari,116168,1805,5.234710774
9/1/2019,Kebon Jeruk,1232097,19144,10.234710774
9/1/2019,Kembangan,1017458,15809,10.234710774
9/1/2019,Palmerah,1193803,18549,9.234710774
9/1/2019,Menteng,3096913,48119,10.261076994
9/1/2019,Tanah Abang,2451581,38092,10.261076994
9/1/2019,Sawah Besar,263938,4101,4.261076994
9/1/2019,Gambir,579685,9007,4.261076994
9/1/2019,Cempaka Putih,129233,2008,6.261076994
9/1/2019,Johar Baru,13451,209,11.261076994
9/1/2019,Kemayoran,261363,4061,5.261076994
9/1/2019,Senen,367428,5709,10.261076994
9/1/2019,Kramat Jati,343679,5340,36.242958616
9/1/2019,Ciracas,1026211,15945,52.242958616
9/1/2019,Cipayung,1182669,18376,73.242958616
9/1/2019,Makasar,1827101,28389,29.242958616
9/1/2019,Pasar Rebo,290583,4515,48.242958616
9/1/2019,Jatinegara,563917,8762,17.242958616
9/1/2019,Duren sawit,194172,3017,20.242958616
9/1/2019,Matraman,115525,1795,9.242958616
9/1/2019,Pulo Gadung,194172,3017,11.242958616
9/1/2019,Cakung,671655,10436,9.242958616
9/1/2019,Tanjung Priok,10941,170,4.259439734
9/1/2019,Cilincing,6242,97,2.259439734
9/1/2019,Kelapa gading,81800,1271,5.259439734
9/1/2019,Koja,5148,80,5.259439734
9/1/2019,Pademangan,234719,3647,4.259439734
9/1/2019,Penjaringan,1121335,17423,1.259439734
9/1/2019,Setiabudi,1829997,28434,23.263231578
9/1/2019,Tebet,1026919,15956,18.263231578
9/1/2019,Keb Baru,1924863,29908,20.263231578
9/1/2019,Keb Lama,3498774,54363,25.263231578
9/1/2019,Cilandak,3007003,46722,38.263231578
9/1/2019,Pesanggrahan,469695,7298,22.263231578
9/1/2019,Pasar Minggu,3640815,56570,39.263231578
9/1/2019,Jagakarsa,1988707,30900,62.263231578
9/1/2019,Mampang Prapatan,1824076,28342,26.263231578
9/1/2019,Pancoran,2525337,39238,25.263231578
10/1/2019,Kalideres,1055817,16405,5.234710774
10/1/2019,Cengkareng,1015978,15786,3.234710774
10/1/2019,Tambora,6371,99,4.234710774
10/1/2019,Grogol Petamburan,1463856,22745,4.234710774
10/1/2019,Taman Sari,1148173,17840,5.234710774
10/1/2019,Kebon Jeruk,655179,10180,10.234710774
10/1/2019,Kembangan,95123,1478,10.234710774
10/1/2019,Palmerah,1128092,17528,9.234710774
10/1/2019,Menteng,3523681,54750,10.261076994
10/1/2019,Tanah Abang,2508861,38982,10.261076994
10/1/2019,Sawah Besar,273205,4245,4.261076994
10/1/2019,Gambir,586121,9107,4.261076994
10/1/2019,Cempaka Putih,121832,1893,6.261076994
10/1/2019,Johar Baru,23169,360,11.261076994
10/1/2019,Kemayoran,700874,10890,5.261076994
10/1/2019,Senen,516291,8022,10.261076994
10/1/2019,Kramat Jati,657110,10210,36.242958616
10/1/2019,Ciracas,2086984,32427,52.242958616
10/1/2019,Cipayung,1275218,19814,73.242958616
10/1/2019,Makasar,1442746,22417,29.242958616
10/1/2019,Pasar Rebo,665670,10343,48.242958616
10/1/2019,Jatinegara,256086,3979,17.242958616
10/1/2019,Duren sawit,128397,1995,20.242958616
10/1/2019,Matraman,127045,1974,9.242958616
10/1/2019,Pulo Gadung,642114,9977,11.242958616
10/1/2019,Cakung,1249217,19410,9.242958616
10/1/2019,Tanjung Priok,6435,100,4.259439734
10/1/2019,Cilincing,6242,97,2.259439734
10/1/2019,Kelapa gading,537079,8345,5.259439734
10/1/2019,Koja,19307,300,5.259439734
10/1/2019,Pademangan,136184,2116,4.259439734
10/1/2019,Penjaringan,1116830,17353,1.259439734
10/1/2019,Setiabudi,1636275,25424,23.263231578
10/1/2019,Tebet,777269,12077,18.263231578
10/1/2019,Keb Baru,1590193,24708,20.263231578
10/1/2019,Keb Lama,4137413,64286,25.263231578
10/1/2019,Cilandak,5101067,79259,38.263231578
10/1/2019,Pesanggrahan,390533,6068,22.263231578
10/1/2019,Pasar Minggu,4012555,62346,39.263231578
10/1/2019,Jagakarsa,1858444,28876,62.263231578
10/1/2019,Mampang Prapatan,1917075,29787,26.263231578
10/1/2019,Pancoran,3336073,51835,25.263231578
11/1/2019,Kalideres,987982,15351,5.234710774
11/1/2019,Cengkareng,1163683,18081,3.234710774
11/1/2019,Tambora,4505,70,4.234710774
11/1/2019,Grogol Petamburan,1506011,23400,4.234710774
11/1/2019,Taman Sari,1275604,19820,5.234710774
11/1/2019,Kebon Jeruk,649194,10087,10.234710774
11/1/2019,Kembangan,103361,1606,10.234710774
11/1/2019,Palmerah,1090635,16946,9.234710774
11/1/2019,Menteng,2619044,40694,10.261076994
11/1/2019,Tanah Abang,1782628,27698,10.261076994
11/1/2019,Sawah Besar,273913,4256,4.261076994
11/1/2019,Gambir,587923,9135,4.261076994
11/1/2019,Cempaka Putih,122926,1910,6.261076994
11/1/2019,Johar Baru,20208,314,11.261076994
11/1/2019,Kemayoran,500073,7770,5.261076994
11/1/2019,Senen,462809,7191,10.261076994
11/1/2019,Kramat Jati,657110,10210,36.242958616
11/1/2019,Ciracas,2077330,32277,52.242958616
11/1/2019,Cipayung,1262346,19614,73.242958616
11/1/2019,Makasar,1442746,22417,29.242958616
11/1/2019,Pasar Rebo,672299,10446,48.242958616
11/1/2019,Jatinegara,256086,3979,17.242958616
11/1/2019,Duren sawit,220109,3420,20.242958616
11/1/2019,Matraman,111792,1737,9.242958616
11/1/2019,Pulo Gadung,646040,10038,11.242958616
11/1/2019,Cakung,1702179,26448,9.242958616
11/1/2019,Tanjung Priok,5792,90,4.259439734
11/1/2019,Cilincing,6307,98,2.259439734
11/1/2019,Kelapa gading,839891,13050,5.259439734
11/1/2019,Koja,7916,123,5.259439734
11/1/2019,Pademangan,196489,3053,4.259439734
11/1/2019,Penjaringan,1102220,17126,1.259439734
11/1/2019,Setiabudi,1938957,30127,23.263231578
11/1/2019,Tebet,756416,11753,18.263231578
11/1/2019,Keb Baru,1590193,24708,20.263231578
11/1/2019,Keb Lama,2835549,44058,25.263231578
11/1/2019,Cilandak,3052248,47425,38.263231578
11/1/2019,Pesanggrahan,584898,9088,22.263231578
11/1/2019,Pasar Minggu,4156206,64578,39.263231578
11/1/2019,Jagakarsa,1459544,22678,62.263231578
11/1/2019,Mampang Prapatan,2080548,32327,26.263231578
11/1/2019,Pancoran,2717772,42228,25.263231578
12/1/2019,Kalideres,1307655,20318,5.234710774
12/1/2019,Cengkareng,1093274,16987,3.234710774
12/1/2019,Tambora,4376,68,4.234710774
12/1/2019,Grogol Petamburan,484562,7529,4.234710774
12/1/2019,Taman Sari,116812,1815,5.234710774
12/1/2019,Kebon Jeruk,1290214,20047,10.234710774
12/1/2019,Kembangan,1230810,19124,10.234710774
12/1/2019,Palmerah,1088576,16914,9.234710774
12/1/2019,Menteng,3523681,54750,10.261076994
12/1/2019,Tanah Abang,2142655,33292,10.261076994
12/1/2019,Sawah Besar,263938,4101,4.261076994
12/1/2019,Gambir,579685,9007,4.261076994
12/1/2019,Cempaka Putih,104197,1619,6.261076994
12/1/2019,Johar Baru,4633,72,11.261076994
12/1/2019,Kemayoran,439703,6832,5.261076994
12/1/2019,Senen,485077,7537,10.261076994
12/1/2019,Kramat Jati,674422,10479,36.242958616
12/1/2019,Ciracas,1149074,17854,52.242958616
12/1/2019,Cipayung,1189234,18478,73.242958616
12/1/2019,Makasar,1469841,22838,29.242958616
12/1/2019,Pasar Rebo,335312,5210,48.242958616
12/1/2019,Jatinegara,246175,3825,17.242958616
12/1/2019,Duren sawit,220109,3420,20.242958616
12/1/2019,Matraman,111792,1737,9.242958616
12/1/2019,Pulo Gadung,646104,10039,11.242958616
12/1/2019,Cakung,1259064,19563,9.242958616
12/1/2019,Tanjung Priok,5792,90,4.259439734
12/1/2019,Cilincing,6500,101,2.259439734
12/1/2019,Kelapa gading,89781,1395,5.259439734
12/1/2019,Koja,8109,126,5.259439734
12/1/2019,Pademangan,136184,2116,4.259439734
12/1/2019,Penjaringan,1116830,17353,1.259439734
12/1/2019,Setiabudi,1900599,29531,23.263231578
12/1/2019,Tebet,877090,13628,18.263231578
12/1/2019,Keb Baru,1788099,27783,20.263231578
12/1/2019,Keb Lama,767808,11930,25.263231578
12/1/2019,Cilandak,3301126,51292,38.263231578
12/1/2019,Pesanggrahan,522985,8126,22.263231578
12/1/2019,Pasar Minggu,3590357,55786,39.263231578
12/1/2019,Jagakarsa,1637305,25440,62.263231578
12/1/2019,Mampang Prapatan,1747166,27147,26.263231578
12/1/2019,Pancoran,2021981,31417,25.263231578
1/1/2020,Kalideres,1029043,15989,5.117355387
1/1/2020,Cengkareng,953743,14819,3.117355387
1/1/2020,Tambora,4183,65,4.117355387
1/1/2020,Grogol Petamburan,364210,5659,4.117355387
1/1/2020,Taman Sari,110633,1719,5.117355387
1/1/2020,Kebon Jeruk,1496615,23254,10.117355387
1/1/2020,Kembangan,1040757,16171,10.117355387
1/1/2020,Palmerah,1190006,18490,9.117355387
1/1/2020,Menteng,2443150,37961,10.130538497
1/1/2020,Tanah Abang,1980727,30776,10.130538497
1/1/2020,Sawah Besar,834613,12968,4.130538497
1/1/2020,Gambir,547827,8512,4.130538497
1/1/2020,Cempaka Putih,26065,405,6.130538497
1/1/2020,Johar Baru,18599,289,11.130538497
1/1/2020,Kemayoran,9718,151,5.130538497
1/1/2020,Senen,22911,356,10.130538497
1/1/2020,Kramat Jati,727069,11297,36.121479308
1/1/2020,Ciracas,2083251,32369,52.121479308
1/1/2020,Cipayung,1014305,15760,73.121479308
1/1/2020,Makasar,1543533,23983,29.121479308
1/1/2020,Pasar Rebo,302811,4705,48.121479308
1/1/2020,Jatinegara,372255,5784,17.121479308
1/1/2020,Duren sawit,140368,2181,20.121479308
1/1/2020,Matraman,299529,4654,9.121479308
1/1/2020,Pulo Gadung,642114,9977,11.121479308
1/1/2020,Cakung,1259064,19563,9.121479308
1/1/2020,Tanjung Priok,5663,88,4.129719867
1/1/2020,Cilincing,5213,81,2.129719867
1/1/2020,Kelapa gading,161284,2506,5.129719867
1/1/2020,Koja,7015,109,5.129719867
1/1/2020,Pademangan,305836,4752,4.129719867
1/1/2020,Penjaringan,1061094,16487,1.129719867
1/1/2020,Setiabudi,1854518,28815,23.131615789
1/1/2020,Tebet,1083749,16839,18.131615789
1/1/2020,Keb Baru,2228318,34623,20.131615789
1/1/2020,Keb Lama,767808,11930,25.131615789
1/1/2020,Cilandak,3844384,59733,38.131615789
1/1/2020,Pesanggrahan,522985,8126,22.131615789
1/1/2020,Pasar Minggu,3590357,55786,39.131615789
1/1/2020,Jagakarsa,1637305,25440,62.131615789
1/1/2020,Mampang Prapatan,2168206,33689,26.131615789
1/1/2020,Pancoran,1596115,24800,25.131615789
2/1/2020,Kalideres,990942,15397,5.117355387
2/1/2020,Cengkareng,1091343,16957,3.117355387
2/1/2020,Tambora,7143,111,4.117355387
2/1/2020,Grogol Petamburan,474071,7366,4.117355387
2/1/2020,Taman Sari,120802,1877,5.117355387
2/1/2020,Kebon Jeruk,1207963,18769,10.117355387
2/1/2020,Kembangan,1304437,20268,10.117355387
2/1/2020,Palmerah,1525898,23709,9.117355387
2/1/2020,Menteng,1771752,27529,10.130538497
2/1/2020,Tanah Abang,1841839,28618,10.130538497
2/1/2020,Sawah Besar,596547,9269,4.130538497
2/1/2020,Gambir,435778,6771,4.130538497
2/1/2020,Cempaka Putih,123956,1926,6.130538497
2/1/2020,Johar Baru,8366,130,11.130538497
2/1/2020,Kemayoran,354813,5513,5.130538497
2/1/2020,Senen,1820665,28289,10.130538497
2/1/2020,Kramat Jati,530579,8244,36.121479308
2/1/2020,Ciracas,779264,12108,52.121479308
2/1/2020,Cipayung,765041,11887,73.121479308
2/1/2020,Makasar,1950478,30306,29.121479308
2/1/2020,Pasar Rebo,83924,1304,48.121479308
2/1/2020,Jatinegara,225000,3496,17.121479308
2/1/2020,Duren sawit,142620,2216,20.121479308
2/1/2020,Matraman,163408,2539,9.121479308
2/1/2020,Pulo Gadung,318450,4948,11.121479308
2/1/2020,Cakung,981353,15248,9.121479308
2/1/2020,Tanjung Priok,321,5,4.129719867
2/1/2020,Cilincing,5148,80,2.129719867
2/1/2020,Kelapa gading,165854,2577,5.129719867
2/1/2020,Koja,7015,109,5.129719867
2/1/2020,Pademangan,305836,4752,4.129719867
2/1/2020,Penjaringan,1061094,16487,1.129719867
2/1/2020,Setiabudi,1502858,23351,23.131615789
2/1/2020,Tebet,631816,9817,18.131615789
2/1/2020,Keb Baru,1291244,20063,20.131615789
2/1/2020,Keb Lama,2550952,39636,25.131615789
2/1/2020,Cilandak,2244214,34870,38.131615789
2/1/2020,Pesanggrahan,459140,7134,22.131615789
2/1/2020,Pasar Minggu,2645110,41099,39.131615789
2/1/2020,Jagakarsa,1487669,23115,62.131615789
2/1/2020,Mampang Prapatan,1258227,19550,26.131615789
2/1/2020,Pancoran,1564321,24306,25.131615789
3/1/2020,Kalideres,970927,15086,5.117355387
3/1/2020,Cengkareng,813375,12638,3.117355387
3/1/2020,Tambora,6371,99,4.117355387
3/1/2020,Grogol Petamburan,392528,6099,4.117355387
3/1/2020,Taman Sari,93643,1455,5.117355387
3/1/2020,Kebon Jeruk,1205517,18731,10.117355387
3/1/2020,Kembangan,949945,14760,10.117355387
3/1/2020,Palmerah,1086323,16879,9.117355387
3/1/2020,Menteng,666764,10360,10.130538497
3/1/2020,Tanah Abang,1982078,30797,10.130538497
3/1/2020,Sawah Besar,120159,1867,4.130538497
3/1/2020,Gambir,326753,5077,4.130538497
3/1/2020,Cempaka Putih,5693561,88465,6.130538497
3/1/2020,Johar Baru,6178,96,11.130538497
3/1/2020,Kemayoran,393236,6110,5.130538497
3/1/2020,Senen,722048,11219,10.130538497
3/1/2020,Kramat Jati,1125775,17492,36.121479308
3/1/2020,Ciracas,1122879,17447,52.121479308
3/1/2020,Cipayung,1012567,15733,73.121479308
3/1/2020,Makasar,3876950,60239,29.121479308
3/1/2020,Pasar Rebo,83345,1295,48.121479308
3/1/2020,Jatinegara,66676,1036,17.121479308
3/1/2020,Duren sawit,281637,4376,20.121479308
3/1/2020,Matraman,134961,2097,9.121479308
3/1/2020,Pulo Gadung,605751,9412,11.121479308
3/1/2020,Cakung,981353,15248,9.121479308
3/1/2020,Tanjung Priok,321,5,4.129719867
3/1/2020,Cilincing,5148,80,2.129719867
3/1/2020,Kelapa gading,894210,13894,5.129719867
3/1/2020,Koja,6950,108,5.129719867
3/1/2020,Pademangan,114366,1777,4.129719867
3/1/2020,Penjaringan,889962,13828,1.129719867
3/1/2020,Setiabudi,1497387,23266,23.131615789
3/1/2020,Tebet,1085551,16867,18.131615789
3/1/2020,Keb Baru,1285837,19979,20.131615789
3/1/2020,Keb Lama,708340,11006,25.131615789
3/1/2020,Cilandak,1314220,20420,38.131615789
3/1/2020,Pesanggrahan,378240,5877,22.131615789
3/1/2020,Pasar Minggu,2170137,33719,39.131615789
3/1/2020,Jagakarsa,1138519,17690,62.131615789
3/1/2020,Mampang Prapatan,1504531,23377,26.131615789
3/1/2020,Pancoran,1517467,23578,25.131615789
4/1/2020,Kalideres,884363,13741,5.117355387
4/1/2020,Cengkareng,763689,11866,3.117355387
4/1/2020,Tambora,8945,139,4.117355387
4/1/2020,Grogol Petamburan,160319,2491,4.117355387
4/1/2020,Taman Sari,87593,1361,5.117355387
4/1/2020,Kebon Jeruk,862095,13395,10.117355387
4/1/2020,Kembangan,988432,15358,10.117355387
4/1/2020,Palmerah,1149395,17859,9.117355387
4/1/2020,Menteng,586250,9109,10.130538497
4/1/2020,Tanah Abang,2114208,32850,10.130538497
4/1/2020,Sawah Besar,50715,788,4.130538497
4/1/2020,Gambir,559348,8691,4.130538497
4/1/2020,Cempaka Putih,35848,557,6.130538497
4/1/2020,Johar Baru,4633,72,11.130538497
4/1/2020,Kemayoran,103683,1611,5.130538497
4/1/2020,Senen,312851,4861,10.130538497
4/1/2020,Kramat Jati,1296972,20152,36.121479308
4/1/2020,Ciracas,1126677,17506,52.121479308
4/1/2020,Cipayung,1081432,16803,73.121479308
4/1/2020,Makasar,5893139,91566,29.121479308
4/1/2020,Pasar Rebo,219015,3403,48.121479308
4/1/2020,Jatinegara,218822,3400,17.121479308
4/1/2020,Duren sawit,216762,3368,20.121479308
4/1/2020,Matraman,161864,2515,9.121479308
4/1/2020,Pulo Gadung,404756,6289,11.121479308
4/1/2020,Cakung,719925,11186,9.121479308
4/1/2020,Tanjung Priok,5534,86,4.129719867
4/1/2020,Cilincing,5148,80,2.129719867
4/1/2020,Kelapa gading,278161,4322,5.129719867
4/1/2020,Koja,6822,106,5.129719867
4/1/2020,Pademangan,91133,1416,4.129719867
4/1/2020,Penjaringan,999116,15524,1.129719867
4/1/2020,Setiabudi,1118696,17382,23.131615789
4/1/2020,Tebet,721276,11207,18.131615789
4/1/2020,Keb Baru,1054143,16379,20.131615789
4/1/2020,Keb Lama,508439,7900,25.131615789
4/1/2020,Cilandak,985086,15306,38.131615789
4/1/2020,Pesanggrahan,440218,6840,22.131615789
4/1/2020,Pasar Minggu,2493157,38738,39.131615789
4/1/2020,Jagakarsa,520539,8088,62.131615789
4/1/2020,Mampang Prapatan,1041915,16189,26.131615789
4/1/2020,Pancoran,1441330,22395,25.131615789
5/1/2020,Kalideres,717222,11144,5.117355387
5/1/2020,Cengkareng,582968,9058,3.117355387
5/1/2020,Tambora,5470,85,4.117355387
5/1/2020,Grogol Petamburan,202024,3139,4.117355387
5/1/2020,Taman Sari,24199,376,5.117355387
5/1/2020,Kebon Jeruk,528198,8207,10.117355387
5/1/2020,Kembangan,832361,12933,10.117355387
5/1/2020,Palmerah,658783,10236,9.117355387
5/1/2020,Menteng,361764,5621,10.130538497
5/1/2020,Tanah Abang,1925764,29922,10.130538497
5/1/2020,Sawah Besar,9074,141,4.130538497
5/1/2020,Gambir,249586,3878,4.130538497
5/1/2020,Cempaka Putih,18020,280,6.130538497
5/1/2020,Johar Baru,17891,278,11.130538497
5/1/2020,Kemayoran,157294,2444,5.130538497
5/1/2020,Senen,66032,1026,10.130538497
5/1/2020,Kramat Jati,490869,7627,36.121479308
5/1/2020,Ciracas,1012052,15725,52.121479308
5/1/2020,Cipayung,718959,11171,73.121479308
5/1/2020,Makasar,3026890,47031,29.121479308
5/1/2020,Pasar Rebo,52581,817,48.121479308
5/1/2020,Jatinegara,101108,1571,17.121479308
5/1/2020,Duren sawit,206207,3204,20.121479308
5/1/2020,Matraman,65775,1022,9.121479308
5/1/2020,Pulo Gadung,467314,7261,11.121479308
5/1/2020,Cakung,616113,9573,9.121479308
5/1/2020,Tanjung Priok,5470,85,4.129719867
5/1/2020,Cilincing,5084,79,2.129719867
5/1/2020,Kelapa gading,278161,4322,5.129719867
5/1/2020,Koja,6757,105,5.129719867
5/1/2020,Pademangan,33273,517,4.129719867
5/1/2020,Penjaringan,793101,12323,1.129719867
5/1/2020,Setiabudi,762724,11851,23.131615789
5/1/2020,Tebet,883977,13735,18.131615789
5/1/2020,Keb Baru,725974,11280,20.131615789
5/1/2020,Keb Lama,1641037,25498,25.131615789
5/1/2020,Cilandak,1175397,18263,38.131615789
5/1/2020,Pesanggrahan,342392,5320,22.131615789
5/1/2020,Pasar Minggu,1586847,24656,39.131615789
5/1/2020,Jagakarsa,391820,6088,62.131615789
5/1/2020,Mampang Prapatan,956961,14869,26.131615789
5/1/2020,Pancoran,1087482,16897,25.131615789
6/1/2020,Kalideres,686072,10660,5.117355387
6/1/2020,Cengkareng,461264,7167,3.117355387
6/1/2020,Tambora,20273,315,4.117355387
6/1/2020,Grogol Petamburan,648807,10081,4.117355387
6/1/2020,Taman Sari,20852,324,5.117355387
6/1/2020,Kebon Jeruk,631173,9807,10.117355387
6/1/2020,Kembangan,801919,12460,10.117355387
6/1/2020,Palmerah,966550,15018,9.117355387
6/1/2020,Menteng,450194,6995,10.130538497
6/1/2020,Tanah Abang,1654102,25701,10.130538497
6/1/2020,Sawah Besar,27352,425,4.130538497
6/1/2020,Gambir,372963,5795,4.130538497
6/1/2020,Cempaka Putih,95058,1477,6.130538497
6/1/2020,Johar Baru,2831,44,11.130538497
6/1/2020,Kemayoran,142363,2212,5.130538497
6/1/2020,Senen,131486,2043,10.130538497
6/1/2020,Kramat Jati,355907,5530,36.121479308
6/1/2020,Ciracas,605365,9406,52.121479308
6/1/2020,Cipayung,988175,15354,73.121479308
6/1/2020,Makasar,1032840,16048,29.121479308
6/1/2020,Pasar Rebo,107866,1676,48.121479308
6/1/2020,Jatinegara,105356,1637,17.121479308
6/1/2020,Duren sawit,212836,3307,20.121479308
6/1/2020,Matraman,96410,1498,9.121479308
6/1/2020,Pulo Gadung,619138,9620,11.121479308
6/1/2020,Cakung,501489,7792,9.121479308
6/1/2020,Tanjung Priok,5406,84,4.129719867
6/1/2020,Cilincing,5020,78,2.129719867
6/1/2020,Kelapa gading,206787,3213,5.129719867
6/1/2020,Koja,6693,104,5.129719867
6/1/2020,Pademangan,45695,710,4.129719867
6/1/2020,Penjaringan,949945,14760,1.129719867
6/1/2020,Setiabudi,1025696,15937,23.131615789
6/1/2020,Tebet,1175718,18268,18.131615789
6/1/2020,Keb Baru,1249667,19417,20.131615789
6/1/2020,Keb Lama,1118696,17382,25.131615789
6/1/2020,Cilandak,894339,13896,38.131615789
6/1/2020,Pesanggrahan,364982,5671,22.131615789
6/1/2020,Pasar Minggu,1641231,25501,39.131615789
6/1/2020,Jagakarsa,878828,13655,62.131615789
6/1/2020,Mampang Prapatan,905473,14069,26.131615789
6/1/2020,Pancoran,1424275,22130,25.131615789
7/1/2020,Kalideres,887581,13791,5.117355387
7/1/2020,Cengkareng,582195,9046,3.117355387
7/1/2020,Tambora,20659,321,4.117355387
7/1/2020,Grogol Petamburan,534891,8311,4.117355387
7/1/2020,Taman Sari,27288,424,5.117355387
7/1/2020,Kebon Jeruk,729385,11333,10.117355387
7/1/2020,Kembangan,1001690,15564,10.117355387
7/1/2020,Palmerah,975110,15151,9.117355387
7/1/2020,Menteng,459011,7132,10.130538497
7/1/2020,Tanah Abang,1999262,31064,10.130538497
7/1/2020,Sawah Besar,30442,473,4.130538497
7/1/2020,Gambir,580779,9024,4.130538497
7/1/2020,Cempaka Putih,100593,1563,6.130538497
7/1/2020,Johar Baru,4440,69,11.130538497
7/1/2020,Kemayoran,89588,1392,5.130538497
7/1/2020,Senen,282473,4389,10.130538497
7/1/2020,Kramat Jati,432045,6713,36.121479308
7/1/2020,Ciracas,1271099,19750,52.121479308
7/1/2020,Cipayung,1487669,23115,73.121479308
7/1/2020,Makasar,2579463,40079,29.121479308
7/1/2020,Pasar Rebo,214703,3336,48.121479308
7/1/2020,Jatinegara,89588,1392,17.121479308
7/1/2020,Duren sawit,215990,3356,20.121479308
7/1/2020,Matraman,127946,1988,9.121479308
7/1/2020,Pulo Gadung,479413,7449,11.121479308
7/1/2020,Cakung,507088,7879,9.121479308
7/1/2020,Tanjung Priok,5341,83,4.129719867
7/1/2020,Cilincing,4955,77,2.129719867
7/1/2020,Kelapa gading,224421,3487,5.129719867
7/1/2020,Koja,6629,103,5.129719867
7/1/2020,Pademangan,43185,671,4.129719867
7/1/2020,Penjaringan,846069,13146,1.129719867
7/1/2020,Setiabudi,1266851,19684,23.131615789
7/1/2020,Tebet,1098809,17073,18.131615789
7/1/2020,Keb Baru,1370728,21298,20.131615789
7/1/2020,Keb Lama,1003364,15590,25.131615789
7/1/2020,Cilandak,1656548,25739,38.131615789
7/1/2020,Pesanggrahan,567650,8820,22.131615789
7/1/2020,Pasar Minggu,3246356,50441,39.131615789
7/1/2020,Jagakarsa,1627844,25293,62.131615789
7/1/2020,Mampang Prapatan,1219032,18941,26.131615789
7/1/2020,Pancoran,2466641,38326,25.131615789
8/1/2020,Kalideres,860357,13368,5.117355387
8/1/2020,Cengkareng,522727,8122,3.117355387
8/1/2020,Tambora,21560,335,4.117355387
8/1/2020,Grogol Petamburan,452575,7032,4.117355387
8/1/2020,Taman Sari,27996,435,5.117355387
8/1/2020,Kebon Jeruk,908047,14109,10.117355387
8/1/2020,Kembangan,783319,12171,10.117355387
8/1/2020,Palmerah,1297036,20153,9.117355387
8/1/2020,Menteng,621133,9651,10.130538497
8/1/2020,Tanah Abang,1673539,26003,10.130538497
8/1/2020,Sawah Besar,34239,532,4.130538497
8/1/2020,Gambir,391241,6079,4.130538497
8/1/2020,Cempaka Putih,63394,985,6.130538497
8/1/2020,Johar Baru,113980,1771,11.130538497
8/1/2020,Kemayoran,198999,3092,5.130538497
8/1/2020,Senen,343615,5339,10.130538497
8/1/2020,Kramat Jati,387186,6016,36.121479308
8/1/2020,Ciracas,749208,11641,52.121479308
8/1/2020,Cipayung,1128993,17542,73.121479308
8/1/2020,Makasar,1766345,27445,29.121479308
8/1/2020,Pasar Rebo,340654,5293,48.121479308
8/1/2020,Jatinegara,86370,1342,17.121479308
8/1/2020,Duren sawit,153947,2392,20.121479308
