Tanggal,Kecamatan,pam,pat,elevasi
8/1/2020,Matraman,100014,1554,9.121479308
8/1/2020,Pulo Gadung,415247,6452,11.121479308
8/1/2020,Cakung,615855,9569,9.121479308
8/1/2020,Tanjung Priok,5277,82,4.129719867
8/1/2020,Cilincing,4891,76,2.129719867
8/1/2020,Kelapa gading,149056,2316,5.129719867
8/1/2020,Koja,6629,103,5.129719867
8/1/2020,Pademangan,77617,1206,4.129719867
8/1/2020,Penjaringan,883012,13720,1.129719867
8/1/2020,Setiabudi,1209185,18788,23.131615789
8/1/2020,Tebet,901998,14015,18.131615789
8/1/2020,Keb Baru,1363262,21182,20.131615789
8/1/2020,Keb Lama,1340479,20828,25.131615789
8/1/2020,Cilandak,2401895,37320,38.131615789
8/1/2020,Pesanggrahan,446332,6935,22.131615789
8/1/2020,Pasar Minggu,3472322,53952,39.131615789
8/1/2020,Jagakarsa,778942,12103,62.131615789
8/1/2020,Mampang Prapatan,1160079,18025,26.131615789
8/1/2020,Pancoran,2279419,35417,25.131615789
9/1/2020,Kalideres,860357,13368,5.117355387
9/1/2020,Cengkareng,763432,11862,3.117355387
9/1/2020,Tambora,28768,447,4.117355387
9/1/2020,Grogol Petamburan,161606,2511,4.117355387
9/1/2020,Taman Sari,58888,915,5.117355387
9/1/2020,Kebon Jeruk,747470,11614,10.117355387
9/1/2020,Kembangan,653377,10152,10.117355387
9/1/2020,Palmerah,1192194,18524,9.117355387
9/1/2020,Menteng,939455,14597,10.130538497
9/1/2020,Tanah Abang,1363584,21187,10.130538497
9/1/2020,Sawah Besar,18986,295,4.130538497
9/1/2020,Gambir,494860,7689,4.130538497
9/1/2020,Cempaka Putih,47239,734,6.130538497
9/1/2020,Johar Baru,8044,125,11.130538497
9/1/2020,Kemayoran,83989,1305,5.130538497
9/1/2020,Senen,352303,5474,10.130538497
9/1/2020,Kramat Jati,655887,10191,36.121479308
9/1/2020,Ciracas,1007097,15648,52.121479308
9/1/2020,Cipayung,808355,12560,73.121479308
9/1/2020,Makasar,1902466,29560,29.121479308
9/1/2020,Pasar Rebo,86499,1344,48.121479308
9/1/2020,Jatinegara,98727,1534,17.121479308
9/1/2020,Duren sawit,127496,1981,20.121479308
9/1/2020,Matraman,57859,899,9.121479308
9/1/2020,Pulo Gadung,341684,5309,11.121479308
9/1/2020,Cakung,623192,9683,9.121479308
9/1/2020,Tanjung Priok,5213,81,4.129719867
9/1/2020,Cilincing,4826,75,2.129719867
9/1/2020,Kelapa gading,403212,6265,5.129719867
9/1/2020,Koja,6564,102,5.129719867
9/1/2020,Pademangan,95316,1481,4.129719867
9/1/2020,Penjaringan,899423,13975,1.129719867
9/1/2020,Setiabudi,1455232,22611,23.131615789
9/1/2020,Tebet,625831,9724,18.131615789
9/1/2020,Keb Baru,1998104,31046,20.131615789
9/1/2020,Keb Lama,547827,8512,25.131615789
9/1/2020,Cilandak,1890237,29370,38.131615789
9/1/2020,Pesanggrahan,470210,7306,22.131615789
9/1/2020,Pasar Minggu,3522780,54736,39.131615789
9/1/2020,Jagakarsa,866922,13470,62.131615789
9/1/2020,Mampang Prapatan,1275218,19814,26.131615789
9/1/2020,Pancoran,2472948,38424,25.131615789
10/1/2020,Kalideres,1000146,15540,5.117355387
10/1/2020,Cengkareng,763625,11865,3.117355387
10/1/2020,Tambora,18792,292,4.117355387
10/1/2020,Grogol Petamburan,358611,5572,4.117355387
10/1/2020,Taman Sari,42219,656,5.117355387
10/1/2020,Kebon Jeruk,972793,15115,10.117355387
10/1/2020,Kembangan,749337,11643,10.117355387
10/1/2020,Palmerah,1095269,17018,9.117355387
10/1/2020,Menteng,679893,10564,10.130538497
10/1/2020,Tanah Abang,2030541,31550,10.130538497
10/1/2020,Sawah Besar,30635,476,4.130538497
10/1/2020,Gambir,427990,6650,4.130538497
10/1/2020,Cempaka Putih,19436,302,6.130538497
10/1/2020,Johar Baru,6564,102,11.130538497
10/1/2020,Kemayoran,63007,979,5.130538497
10/1/2020,Senen,654214,10165,10.130538497
10/1/2020,Kramat Jati,728678,11322,36.121479308
10/1/2020,Ciracas,1079952,16780,52.121479308
10/1/2020,Cipayung,1199338,18635,73.121479308
10/1/2020,Makasar,1863206,28950,29.121479308
10/1/2020,Pasar Rebo,119644,1859,48.121479308
10/1/2020,Jatinegara,98727,1534,17.121479308
10/1/2020,Duren sawit,153046,2378,20.121479308
10/1/2020,Matraman,55284,859,9.121479308
10/1/2020,Pulo Gadung,501682,7795,11.121479308
10/1/2020,Cakung,777205,12076,9.121479308
10/1/2020,Tanjung Priok,5148,80,4.129719867
10/1/2020,Cilincing,4762,74,2.129719867
10/1/2020,Kelapa gading,440669,6847,5.129719867
10/1/2020,Koja,6435,100,5.129719867
10/1/2020,Pademangan,107287,1667,4.129719867
10/1/2020,Penjaringan,965520,15002,1.129719867
10/1/2020,Setiabudi,1306947,20307,23.131615789
10/1/2020,Tebet,881467,13696,18.131615789
10/1/2020,Keb Baru,1242459,19305,20.131615789
10/1/2020,Keb Lama,1830383,28440,25.131615789
10/1/2020,Cilandak,1926794,29938,38.131615789
10/1/2020,Pesanggrahan,375408,5833,22.131615789
10/1/2020,Pasar Minggu,3395927,52765,39.131615789
10/1/2020,Jagakarsa,807711,12550,62.131615789
10/1/2020,Mampang Prapatan,916929,14247,26.131615789
10/1/2020,Pancoran,1789129,27799,25.131615789
11/1/2020,Kalideres,1060000,16470,5.117355387
11/1/2020,Cengkareng,731638,11368,3.117355387
11/1/2020,Tambora,13644,212,4.117355387
11/1/2020,Grogol Petamburan,168686,2621,4.117355387
11/1/2020,Taman Sari,46017,715,5.117355387
11/1/2020,Kebon Jeruk,937781,14571,10.117355387
11/1/2020,Kembangan,752040,11685,10.117355387
11/1/2020,Palmerah,2309411,35883,9.117355387
11/1/2020,Menteng,691220,10740,10.130538497
11/1/2020,Tanah Abang,2572383,39969,10.130538497
11/1/2020,Sawah Besar,46210,718,4.130538497
11/1/2020,Gambir,220495,3426,4.130538497
11/1/2020,Cempaka Putih,10941,170,6.130538497
11/1/2020,Johar Baru,10233,159,11.130538497
11/1/2020,Kemayoran,216634,3366,5.130538497
11/1/2020,Senen,306158,4757,10.130538497
11/1/2020,Kramat Jati,471561,7327,36.121479308
11/1/2020,Ciracas,1078085,16751,52.121479308
11/1/2020,Cipayung,909399,14130,73.121479308
11/1/2020,Makasar,1787455,27773,29.121479308
11/1/2020,Pasar Rebo,538560,8368,48.121479308
11/1/2020,Jatinegara,131228,2039,17.121479308
11/1/2020,Duren sawit,92935,1444,20.121479308
11/1/2020,Matraman,33402,519,9.121479308
11/1/2020,Pulo Gadung,304484,4731,11.121479308
11/1/2020,Cakung,597963,9291,9.121479308
11/1/2020,Tanjung Priok,5148,80,4.129719867
11/1/2020,Cilincing,4762,74,2.129719867
11/1/2020,Kelapa gading,461586,7172,5.129719867
11/1/2020,Koja,6371,99,5.129719867
11/1/2020,Pademangan,80256,1247,4.129719867
11/1/2020,Penjaringan,747985,11622,1.129719867
11/1/2020,Setiabudi,4422847,68721,23.131615789
11/1/2020,Tebet,1342345,20857,18.131615789
11/1/2020,Keb Baru,1428458,22195,20.131615789
11/1/2020,Keb Lama,1379867,21440,25.131615789
11/1/2020,Cilandak,2345452,36443,38.131615789
11/1/2020,Pesanggrahan,344838,5358,22.131615789
11/1/2020,Pasar Minggu,3264634,50725,39.131615789
11/1/2020,Jagakarsa,761501,11832,62.131615789
11/1/2020,Mampang Prapatan,1123459,17456,26.131615789
11/1/2020,Pancoran,1883158,29260,25.131615789
12/1/2020,Kalideres,972729,15114,5.117355387
12/1/2020,Cengkareng,592686,9209,3.117355387
12/1/2020,Tambora,14030,218,4.117355387
12/1/2020,Grogol Petamburan,179369,2787,4.117355387
12/1/2020,Taman Sari,39645,616,5.117355387
12/1/2020,Kebon Jeruk,1240400,19273,10.117355387
12/1/2020,Kembangan,709370,11022,10.117355387
12/1/2020,Palmerah,1549969,24083,9.117355387
12/1/2020,Menteng,436936,6789,10.130538497
12/1/2020,Tanah Abang,1782242,27692,10.130538497
12/1/2020,Sawah Besar,16347,254,4.130538497
12/1/2020,Gambir,255764,3974,4.130538497
12/1/2020,Cempaka Putih,11391,177,6.130538497
12/1/2020,Johar Baru,3732,58,11.130538497
12/1/2020,Kemayoran,125114,1944,5.130538497
12/1/2020,Senen,1407026,21862,10.130538497
12/1/2020,Kramat Jati,489968,7613,36.121479308
12/1/2020,Ciracas,1143474,17767,52.121479308
12/1/2020,Cipayung,1223602,19012,73.121479308
12/1/2020,Makasar,1733715,26938,29.121479308
12/1/2020,Pasar Rebo,542099,8423,48.121479308
12/1/2020,Jatinegara,142684,2217,17.121479308
12/1/2020,Duren sawit,134253,2086,20.121479308
12/1/2020,Matraman,72661,1129,9.121479308
12/1/2020,Pulo Gadung,422262,6561,11.121479308
12/1/2020,Cakung,586250,9109,9.121479308
12/1/2020,Tanjung Priok,5084,79,4.129719867
12/1/2020,Cilincing,4762,74,2.129719867
12/1/2020,Kelapa gading,302360,4698,5.129719867
12/1/2020,Koja,6307,98,5.129719867
12/1/2020,Pademangan,73562,1143,4.129719867
12/1/2020,Penjaringan,787116,12230,1.129719867
12/1/2020,Setiabudi,981546,15251,23.131615789
12/1/2020,Tebet,762531,11848,18.131615789
12/1/2020,Keb Baru,2236234,34746,20.131615789
12/1/2020,Keb Lama,1443583,22430,25.131615789
12/1/2020,Cilandak,1193997,18552,38.131615789
12/1/2020,Pesanggrahan,410806,6383,22.131615789
12/1/2020,Pasar Minggu,3304537,51345,39.131615789
12/1/2020,Jagakarsa,872457,13556,62.131615789
12/1/2020,Mampang Prapatan,1110973,17262,26.131615789
12/1/2020,Pancoran,1514635,23534,25.131615789
